olid,orderid,productid,qty,lineprice,linetotal,builtdate,promisedate,deldate
44311,29180,19,1,27995.00,27995.00,2022-08-19,2022-08-08,2022-08-26
44312,29181,11,1,17995.00,17995.00,2022-08-03,2022-08-08,2022-08-09
44313,29181,10,1,995.00,995.00,,2022-08-08,2022-08-09
44314,29181,16,1,79.00,79.00,,2022-08-08,2022-08-09
44315,29181,13,7,4.95,34.65,,2022-08-08,2022-08-09
44316,29182,18,1,24995.00,24995.00,2022-08-09,2022-08-09,2022-08-11
44317,29182,10,1,995.00,995.00,,2022-08-09,2022-08-11
44318,29182,14,1,449.00,449.00,,2022-08-09,2022-08-11
44319,29182,17,1,495.00,495.00,,2022-08-09,2022-08-11
44320,29182,13,1,4.95,4.95,,2022-08-09,2022-08-11
44321,29183,19,1,27995.00,27995.00,2022-08-23,2022-08-09,
44322,29183,12,1,699.00,699.00,2022-08-09,
44323,29183,15,1,995.00,995.00,,2022-08-09,
44324,29183,13,1,4.95,4.95,,2022-08-09,
44325,29184,18,1,24995.00,24995.00,2022-07-30,2022-08-09,2022-08-05
44326,29184,12,1,699.00,699.00,2022-08-09,2022-08-05
44327,29184,15,1,995.00,995.00,,2022-08-09,2022-08-05
44328,29185,11,1,17995.00,17995.00,2022-08-05,2022-08-09,2022-08-17
44329,29185,10,1,995.00,995.00,,2022-08-09,2022-08-17
44330,29185,14,1,449.00,449.00,,2022-08-09,2022-08-17
44331,29186,18,1,24995.00,24995.00,2022-08-01,2022-08-09,2022-08-06
44332,29186,10,1,995.00,995.00,,2022-08-09,2022-08-06
44333,29186,15,1,995.00,995.00,,2022-08-09,2022-08-06
44334,29187,13,7,4.95,34.65,,,2022-04-11
44335,29188,19,1,27995.00,27995.00,2022-08-17,2022-08-09,
44336,29189,18,1,24995.00,24995.00,2022-08-08,2022-08-09,2022-08-14
44337,29189,10,1,995.00,995.00,,2022-08-09,2022-08-14
44338,29190,18,1,24995.00,24995.00,2022-07-31,2022-08-10,2022-08-14
44339,29190,14,1,449.00,449.00,,2022-08-10,2022-08-14
44340,29190,15,1,995.00,995.00,,2022-08-10,2022-08-14
44341,29190,13,5,4.95,24.75,,2022-08-10,2022-08-14
44342,29191,18,1,24995.00,24995.00,2022-08-07,2022-08-10,2022-08-17
44343,29191,16,1,79.00,79.00,,2022-08-10,2022-08-17
44344,29191,12,1,699.00,699.00,2022-08-10,2022-08-17
44345,29191,14,1,449.00,449.00,,2022-08-10,2022-08-17
44346,29192,18,1,24995.00,24995.00,2022-08-03,2022-08-10,2022-08-08
44347,29192,10,1,995.00,995.00,,2022-08-10,2022-08-08
44348,29192,16,1,79.00,79.00,,2022-08-10,2022-08-08
44349,29192,14,1,449.00,449.00,,2022-08-10,2022-08-08
44350,29193,18,1,24995.00,24995.00,2022-08-10,2022-08-10,
44351,29193,14,1,449.00,449.00,,2022-08-10,
44352,29194,11,1,17995.00,17995.00,2022-08-06,2022-08-11,2022-08-17
44353,29194,10,1,995.00,995.00,,2022-08-11,2022-08-17
44354,29194,16,1,79.00,79.00,,2022-08-11,2022-08-17
44355,29194,12,1,699.00,699.00,2022-08-11,2022-08-17
44356,29194,14,1,449.00,449.00,,2022-08-11,2022-08-17
44357,29194,13,2,4.95,9.90,,2022-08-11,2022-08-17
44358,29195,11,1,17995.00,17995.00,2022-08-06,2022-08-11,2022-08-09
44359,29195,10,1,995.00,995.00,,2022-08-11,2022-08-09
44360,29195,15,1,995.00,995.00,,2022-08-11,2022-08-09
44361,29196,19,1,27995.00,27995.00,2022-08-21,2022-08-11,
44362,29196,12,1,699.00,699.00,2022-08-11,
44363,29196,14,1,449.00,449.00,,2022-08-11,
44364,29197,11,1,17995.00,17995.00,2022-08-11,2022-08-11,2022-08-15
44365,29197,10,1,995.00,995.00,,2022-08-11,2022-08-15
44366,29197,15,1,995.00,995.00,,2022-08-11,2022-08-15
44367,29198,11,1,17995.00,17995.00,2022-08-06,2022-08-11,2022-08-24
44368,29198,15,1,995.00,995.00,,2022-08-11,2022-08-24
44369,29198,13,2,4.95,9.90,,2022-08-11,2022-08-24
44370,29199,11,1,17995.00,17995.00,2022-08-06,2022-08-11,2022-08-15
44371,29199,14,1,449.00,449.00,,2022-08-11,2022-08-15
44372,29199,15,1,995.00,995.00,,2022-08-11,2022-08-15
44373,29200,11,1,17995.00,17995.00,2022-08-07,2022-08-11,2022-08-24
44374,29200,12,1,699.00,699.00,2022-08-11,2022-08-24
44375,29200,14,1,449.00,449.00,,2022-08-11,2022-08-24
44376,29201,11,1,17995.00,17995.00,2022-08-04,2022-08-12,2022-08-23
44377,29201,16,3,79.00,237.00,,2022-08-12,2022-08-23
44378,29201,15,1,995.00,995.00,,2022-08-12,2022-08-23
44379,29201,13,4,4.95,19.80,,2022-08-12,2022-08-23
44380,29202,11,1,17995.00,17995.00,2022-08-10,2022-08-12,
44381,29202,16,1,79.00,79.00,,2022-08-12,
44382,29202,15,1,995.00,995.00,,2022-08-12,
44383,29203,11,1,17995.00,17995.00,2022-08-06,2022-08-12,2022-08-11
44384,29203,10,1,995.00,995.00,,2022-08-12,2022-08-11
44385,29203,16,1,79.00,79.00,,2022-08-12,2022-08-11
44386,29203,17,1,495.00,495.00,,2022-08-12,2022-08-11
44387,29204,11,1,17995.00,17995.00,2022-08-11,2022-08-12,2022-08-24
44388,29204,12,1,699.00,699.00,2022-08-12,2022-08-24
44389,29205,19,1,27995.00,27995.00,2022-08-18,2022-08-12,
44390,29205,15,1,995.00,995.00,,2022-08-12,
44391,29205,13,3,4.95,14.85,,2022-08-12,
44392,29206,11,1,17995.00,17995.00,2022-08-05,2022-08-13,2022-08-07
44393,29206,10,1,995.00,995.00,,2022-08-13,2022-08-07
44394,29206,14,1,449.00,449.00,,2022-08-13,2022-08-07
44395,29207,18,1,24995.00,24995.00,2022-08-09,2022-08-13,2022-08-25
44396,29207,16,1,79.00,79.00,,2022-08-13,2022-08-25
44397,29207,13,4,4.95,19.80,,2022-08-13,2022-08-25
44398,29208,18,1,24995.00,24995.00,2022-08-12,2022-08-13,2022-08-24
44399,29208,16,1,79.00,79.00,,2022-08-13,2022-08-24
44400,29208,14,1,449.00,449.00,,2022-08-13,2022-08-24
44401,29209,13,4,4.95,19.80,,,2022-04-15
44402,29210,18,1,24995.00,24995.00,2022-08-05,2022-08-13,2022-08-14
44403,29210,15,1,995.00,995.00,,2022-08-13,2022-08-14
44404,29210,17,1,495.00,495.00,,2022-08-13,2022-08-14
44405,29211,19,1,27995.00,27995.00,2022-08-13,2022-08-13,2022-08-26
44406,29211,10,1,995.00,995.00,,2022-08-13,2022-08-26
44407,29211,14,1,449.00,449.00,,2022-08-13,2022-08-26
44408,29211,13,3,4.95,14.85,,2022-08-13,2022-08-26
44409,29212,18,1,24995.00,24995.00,2022-08-06,2022-08-13,2022-08-18
44410,29212,12,1,699.00,699.00,2022-08-13,2022-08-18
44411,29213,11,1,17995.00,17995.00,2022-08-09,2022-08-13,2022-08-12
44412,29214,18,1,24995.00,24995.00,2022-08-01,2022-08-13,2022-08-04
44413,29214,12,1,699.00,699.00,2022-08-13,2022-08-04
44414,29214,14,1,449.00,449.00,,2022-08-13,2022-08-04
44415,29215,11,1,17995.00,17995.00,2022-08-09,2022-08-13,2022-08-18
44416,29215,10,1,995.00,995.00,,2022-08-13,2022-08-18
44417,29215,16,2,79.00,158.00,,2022-08-13,2022-08-18
44418,29215,12,1,699.00,699.00,2022-08-13,2022-08-18
44419,29215,13,3,4.95,14.85,,2022-08-13,2022-08-18
44420,29216,20,1,95.00,95.00,,,2022-04-16
44421,29217,18,1,24995.00,24995.00,2022-08-02,2022-08-14,2022-08-20
44422,29217,15,1,995.00,995.00,,2022-08-14,2022-08-20
44423,29218,18,1,24995.00,24995.00,2022-08-04,2022-08-14,2022-08-24
44424,29218,10,1,995.00,995.00,,2022-08-14,2022-08-24
44425,29218,16,1,79.00,79.00,,2022-08-14,2022-08-24
44426,29218,13,4,4.95,19.80,,2022-08-14,2022-08-24
44427,29219,11,1,17995.00,17995.00,2022-08-04,2022-08-14,2022-08-14
44428,29219,10,1,995.00,995.00,,2022-08-14,2022-08-14
44429,29220,11,1,17995.00,17995.00,2022-08-05,2022-08-14,2022-08-12
44430,29220,16,2,79.00,158.00,,2022-08-14,2022-08-12
44431,29220,12,1,699.00,699.00,2022-08-14,2022-08-12
44432,29220,14,1,449.00,449.00,,2022-08-14,2022-08-12
44433,29220,17,1,495.00,495.00,,2022-08-14,2022-08-12
44434,29221,19,1,27995.00,27995.00,2022-08-18,2022-08-14,
44435,29221,12,1,699.00,699.00,2022-08-14,
44436,29221,14,1,449.00,449.00,,2022-08-14,
44437,29221,15,1,995.00,995.00,,2022-08-14,
44438,29221,13,3,4.95,14.85,,2022-08-14,
44439,29222,18,1,24995.00,24995.00,2022-08-09,2022-08-14,2022-08-15
44440,29222,17,1,495.00,495.00,2022-08-09,2022-08-14,2022-08-15
44441,29223,11,1,17995.00,17995.00,2022-08-11,2022-08-14,
44442,29223,10,1,995.00,995.00,,2022-08-14,
44443,29223,16,1,79.00,79.00,,2022-08-14,
44444,29223,17,1,495.00,495.00,,2022-08-14,
44445,29224,11,1,17995.00,17995.00,2022-08-07,2022-08-14,2022-08-18
44446,29224,16,1,79.00,79.00,,2022-08-14,2022-08-18
44447,29225,11,1,17995.00,17995.00,2022-08-06,2022-08-14,2022-08-18
44448,29225,14,1,449.00,449.00,,2022-08-14,2022-08-18
44449,29225,13,2,4.95,9.90,,2022-08-14,2022-08-18
44450,29226,19,1,27995.00,27995.00,2022-08-17,2022-08-14,2022-08-27
44451,29226,10,1,995.00,995.00,,2022-08-14,2022-08-27
44452,29226,14,1,449.00,449.00,,2022-08-14,2022-08-27
44453,29227,18,1,24995.00,24995.00,2022-08-13,2022-08-14,2022-08-18
44454,29227,10,1,995.00,995.00,,2022-08-14,2022-08-18
44455,29227,16,1,79.00,79.00,,2022-08-14,2022-08-18
44456,29227,14,1,449.00,449.00,,2022-08-14,2022-08-18
44457,29227,17,1,495.00,495.00,,2022-08-14,2022-08-18
44458,29227,13,1,4.95,4.95,,2022-08-14,2022-08-18
44459,29228,11,1,17995.00,17995.00,2022-08-09,2022-08-14,2022-08-21
44460,29228,12,1,699.00,699.00,2022-08-14,2022-08-21
44461,29228,14,1,449.00,449.00,,2022-08-14,2022-08-21
44462,29228,13,1,4.95,4.95,,2022-08-14,2022-08-21
44463,29229,18,1,24995.00,24995.00,2022-08-14,2022-08-15,
44464,29229,16,1,79.00,79.00,,2022-08-15,
44465,29229,13,3,4.95,14.85,,2022-08-15,
44466,29230,14,1,449.00,449.00,,,2022-04-17
44467,29231,18,1,24995.00,24995.00,2022-08-11,2022-08-15,2022-08-13
44468,29231,12,1,699.00,699.00,2022-08-15,2022-08-13
44469,29232,18,1,24995.00,24995.00,2022-08-09,2022-08-15,2022-08-17
44470,29232,10,1,995.00,995.00,,2022-08-15,2022-08-17
44471,29232,16,3,79.00,237.00,,2022-08-15,2022-08-17
44472,29232,12,1,699.00,699.00,2022-08-15,2022-08-17
44473,29232,13,5,4.95,24.75,,2022-08-15,2022-08-17
44474,29233,18,1,24995.00,24995.00,2022-08-02,2022-08-15,2022-08-17
44475,29233,10,1,995.00,995.00,,2022-08-15,2022-08-17
44476,29233,12,1,699.00,699.00,2022-08-15,2022-08-17
44477,29233,13,2,4.95,9.90,,2022-08-15,2022-08-17
44478,29234,19,1,27995.00,27995.00,2022-08-16,2022-08-15,2022-08-28
44479,29234,12,1,699.00,699.00,2022-08-15,2022-08-28
44480,29234,15,1,995.00,995.00,,2022-08-15,2022-08-28
44481,29235,11,1,17995.00,17995.00,2022-08-11,2022-08-15,2022-08-13
44482,29235,10,1,995.00,995.00,,2022-08-15,2022-08-13
44483,29235,14,1,449.00,449.00,,2022-08-15,2022-08-13
44484,29236,18,1,24995.00,24995.00,2022-08-09,2022-08-15,2022-08-21
44485,29236,10,1,995.00,995.00,,2022-08-15,2022-08-21
44486,29236,14,1,449.00,449.00,,2022-08-15,2022-08-21
44487,29237,11,1,17995.00,17995.00,2022-08-09,2022-08-16,2022-08-22
44488,29237,10,1,995.00,995.00,,2022-08-16,2022-08-22
44489,29237,16,1,79.00,79.00,,2022-08-16,2022-08-22
44490,29237,12,1,699.00,699.00,2022-08-16,2022-08-22
44491,29237,15,1,995.00,995.00,,2022-08-16,2022-08-22
44492,29237,17,1,495.00,495.00,,2022-08-16,2022-08-22
44493,29238,11,1,17995.00,17995.00,2022-08-09,2022-08-16,2022-08-11
44494,29238,16,1,79.00,79.00,,2022-08-16,2022-08-11
44495,29238,13,4,4.95,19.80,,2022-08-16,2022-08-11
44496,29239,11,1,17995.00,17995.00,2022-08-11,2022-08-16,2022-08-22
44497,29239,15,1,995.00,995.00,,2022-08-16,2022-08-22
44498,29239,13,5,4.95,24.75,,2022-08-16,2022-08-22
44499,29240,18,1,24995.00,24995.00,2022-08-09,2022-08-16,2022-08-24
44500,29240,10,1,995.00,995.00,,2022-08-16,2022-08-24
44501,29240,17,1,495.00,495.00,,2022-08-16,2022-08-24
44502,29241,11,1,17995.00,17995.00,2022-08-09,2022-08-16,2022-08-27
44503,29241,10,1,995.00,995.00,,2022-08-16,2022-08-27
44504,29241,16,1,79.00,79.00,,2022-08-16,2022-08-27
44505,29241,13,4,4.95,19.80,,2022-08-16,2022-08-27
44506,29242,11,1,17995.00,17995.00,2022-08-14,2022-08-16,2022-08-18
44507,29242,12,1,699.00,699.00,2022-08-16,2022-08-18
44508,29242,14,1,449.00,449.00,,2022-08-16,2022-08-18
44509,29242,13,4,4.95,19.80,,2022-08-16,2022-08-18
44510,29243,13,5,4.95,24.75,,,2022-04-18
44511,29244,13,1,4.95,4.95,,,2022-04-18
44512,29245,18,1,24995.00,24995.00,2022-08-06,2022-08-16,2022-08-17
44513,29245,15,1,995.00,995.00,,2022-08-16,2022-08-17
44514,29246,11,1,17995.00,17995.00,2022-08-15,2022-08-17,2022-08-17
44515,29246,10,1,995.00,995.00,,2022-08-17,2022-08-17
44516,29246,14,1,449.00,449.00,,2022-08-17,2022-08-17
44517,29247,19,1,27995.00,27995.00,,2022-08-17,
44518,29247,10,1,995.00,995.00,,2022-08-17,
44519,29247,16,1,79.00,79.00,,2022-08-17,
44520,29248,19,1,27995.00,27995.00,2022-08-25,2022-08-17,
44521,29248,15,1,995.00,995.00,,2022-08-17,
44522,29248,13,2,4.95,9.90,,2022-08-17,
44523,29249,13,3,4.95,14.85,,,2022-04-19
44524,29250,19,1,27995.00,27995.00,,2022-08-17,
44525,29250,10,1,995.00,995.00,,2022-08-17,
44526,29250,12,1,699.00,699.00,2022-08-17,
44527,29250,14,1,449.00,449.00,,2022-08-17,
44528,29250,13,2,4.95,9.90,,2022-08-17,
44529,29251,11,1,17995.00,17995.00,2022-08-13,2022-08-17,2022-08-23
44530,29251,13,3,4.95,14.85,2022-08-13,2022-08-17,2022-08-23
44531,29252,18,1,24995.00,24995.00,2022-08-05,2022-08-17,2022-08-14
44532,29252,10,1,995.00,995.00,,2022-08-17,2022-08-14
44533,29252,16,1,79.00,79.00,,2022-08-17,2022-08-14
44534,29252,14,1,449.00,449.00,,2022-08-17,2022-08-14
44535,29252,17,1,495.00,495.00,,2022-08-17,2022-08-14
44536,29252,13,7,4.95,34.65,,2022-08-17,2022-08-14
44537,29253,19,1,27995.00,27995.00,2022-08-29,2022-08-18,
44538,29253,10,1,995.00,995.00,,2022-08-18,
44539,29253,16,1,79.00,79.00,,2022-08-18,
44540,29253,15,1,995.00,995.00,,2022-08-18,
44541,29254,19,1,27995.00,27995.00,2022-08-27,2022-08-18,
44542,29254,12,1,699.00,699.00,2022-08-18,
44543,29254,13,5,4.95,24.75,,2022-08-18,
44544,29255,19,1,27995.00,27995.00,2022-08-18,2022-08-18,2022-08-26
44545,29255,10,1,995.00,995.00,,2022-08-18,2022-08-26
44546,29256,18,1,24995.00,24995.00,2022-08-12,2022-08-18,2022-08-21
44547,29256,10,1,995.00,995.00,,2022-08-18,2022-08-21
44548,29256,16,1,79.00,79.00,,2022-08-18,2022-08-21
44549,29256,12,1,699.00,699.00,2022-08-18,2022-08-21
44550,29256,15,1,995.00,995.00,,2022-08-18,2022-08-21
44551,29256,13,4,4.95,19.80,,2022-08-18,2022-08-21
44552,29257,11,1,17995.00,17995.00,2022-08-13,2022-08-18,2022-08-25
44553,29257,16,1,79.00,79.00,,2022-08-18,2022-08-25
44554,29257,14,1,449.00,449.00,,2022-08-18,2022-08-25
44555,29257,15,1,995.00,995.00,,2022-08-18,2022-08-25
44556,29257,13,4,4.95,19.80,,2022-08-18,2022-08-25
44557,29258,19,1,27995.00,27995.00,2022-08-24,2022-08-18,
44558,29258,10,1,995.00,995.00,,2022-08-18,
44559,29258,16,3,79.00,237.00,,2022-08-18,
44560,29258,14,1,449.00,449.00,,2022-08-18,
44561,29259,19,1,27995.00,27995.00,2022-08-23,2022-08-18,
44562,29259,16,1,79.00,79.00,,2022-08-18,
44563,29259,12,1,699.00,699.00,2022-08-18,
44564,29259,17,1,495.00,495.00,,2022-08-18,
44565,29260,18,1,24995.00,24995.00,2022-08-15,2022-08-18,2022-08-21
44566,29260,10,1,995.00,995.00,,2022-08-18,2022-08-21
44567,29260,16,2,79.00,158.00,,2022-08-18,2022-08-21
44568,29260,14,1,449.00,449.00,,2022-08-18,2022-08-21
44569,29260,15,1,995.00,995.00,,2022-08-18,2022-08-21
44570,29261,19,1,27995.00,27995.00,2022-08-20,2022-08-18,
44571,29261,10,1,995.00,995.00,,2022-08-18,
44572,29261,12,1,699.00,699.00,2022-08-18,
44573,29261,14,1,449.00,449.00,,2022-08-18,
44574,29261,15,1,995.00,995.00,,2022-08-18,
44575,29261,17,1,495.00,495.00,,2022-08-18,
44576,29262,11,1,17995.00,17995.00,2022-08-09,2022-08-19,2022-08-19
44577,29262,15,1,995.00,995.00,,2022-08-19,2022-08-19
44578,29263,11,1,17995.00,17995.00,2022-08-16,2022-08-19,2022-08-17
44579,29263,10,1,995.00,995.00,,2022-08-19,2022-08-17
44580,29263,16,1,79.00,79.00,,2022-08-19,2022-08-17
44581,29264,18,1,24995.00,24995.00,2022-08-12,2022-08-19,2022-08-26
44582,29264,12,1,699.00,699.00,2022-08-19,2022-08-26
44583,29264,15,1,995.00,995.00,,2022-08-19,2022-08-26
44584,29265,18,1,24995.00,24995.00,2022-08-14,2022-08-19,
44585,29265,17,1,495.00,495.00,2022-08-14,2022-08-19,
44586,29266,19,1,27995.00,27995.00,,2022-08-19,
44587,29266,16,1,79.00,79.00,,2022-08-19,
44588,29266,12,1,699.00,699.00,2022-08-19,
44589,29266,15,1,995.00,995.00,,2022-08-19,
44590,29266,13,4,4.95,19.80,,2022-08-19,
44591,29267,19,1,27995.00,27995.00,2022-08-26,2022-08-19,
44592,29267,10,1,995.00,995.00,,2022-08-19,
44593,29267,16,1,79.00,79.00,,2022-08-19,
44594,29267,12,1,699.00,699.00,2022-08-19,
44595,29267,17,1,495.00,495.00,,2022-08-19,
44596,29268,18,1,24995.00,24995.00,2022-08-10,2022-08-19,2022-08-12
44597,29268,10,1,995.00,995.00,,2022-08-19,2022-08-12
44598,29268,15,1,995.00,995.00,,2022-08-19,2022-08-12
44599,29268,13,4,4.95,19.80,,2022-08-19,2022-08-12
44600,29269,19,1,27995.00,27995.00,2022-08-29,2022-08-20,
44601,29269,10,1,995.00,995.00,,2022-08-20,
44602,29269,12,1,699.00,699.00,2022-08-20,
44603,29269,14,1,449.00,449.00,,2022-08-20,
44604,29269,17,1,495.00,495.00,,2022-08-20,
44605,29270,19,1,27995.00,27995.00,2022-08-25,2022-08-20,2022-08-27
44606,29270,10,1,995.00,995.00,,2022-08-20,2022-08-27
44607,29270,14,1,449.00,449.00,,2022-08-20,2022-08-27
44608,29271,19,1,27995.00,27995.00,,2022-08-20,
44609,29271,16,2,79.00,158.00,,2022-08-20,
44610,29271,13,2,4.95,9.90,,2022-08-20,
44611,29272,19,1,27995.00,27995.00,,2022-08-20,
44612,29272,10,1,995.00,995.00,,2022-08-20,
44613,29272,16,2,79.00,158.00,,2022-08-20,
44614,29272,17,1,495.00,495.00,,2022-08-20,
44615,29272,13,4,4.95,19.80,,2022-08-20,
44616,29273,11,1,17995.00,17995.00,2022-08-16,2022-08-20,
44617,29273,16,1,79.00,79.00,,2022-08-20,
44618,29273,12,1,699.00,699.00,2022-08-20,
44619,29273,13,3,4.95,14.85,,2022-08-20,
44620,29274,13,4,4.95,19.80,,,2022-04-22
44621,29275,11,1,17995.00,17995.00,2022-08-20,2022-08-20,
44622,29275,10,1,995.00,995.00,,2022-08-20,
44623,29275,14,1,449.00,449.00,,2022-08-20,
44624,29276,18,1,24995.00,24995.00,2022-08-20,2022-08-20,
44625,29276,16,1,79.00,79.00,,2022-08-20,
44626,29276,15,1,995.00,995.00,,2022-08-20,
44627,29276,13,4,4.95,19.80,,2022-08-20,
44628,29277,11,1,17995.00,17995.00,2022-08-13,2022-08-20,
44629,29277,12,1,699.00,699.00,2022-08-20,
44630,29277,15,1,995.00,995.00,,2022-08-20,
44631,29278,11,1,17995.00,17995.00,2022-08-17,2022-08-20,
44632,29278,16,1,79.00,79.00,,2022-08-20,
44633,29278,14,1,449.00,449.00,,2022-08-20,
44634,29278,15,1,995.00,995.00,,2022-08-20,
44635,29278,13,4,4.95,19.80,,2022-08-20,
44636,29279,11,1,17995.00,17995.00,2022-08-18,2022-08-20,2022-08-25
44637,29279,13,7,4.95,34.65,2022-08-18,2022-08-20,2022-08-25
44638,29280,19,1,27995.00,27995.00,2022-08-28,2022-08-20,
44639,29280,12,1,699.00,699.00,2022-08-20,
44640,29280,14,1,449.00,449.00,,2022-08-20,
44641,29280,15,1,995.00,995.00,,2022-08-20,
44642,29281,11,1,17995.00,17995.00,2022-08-19,2022-08-20,
44643,29281,16,1,79.00,79.00,,2022-08-20,
44644,29282,11,1,17995.00,17995.00,2022-08-19,2022-08-20,
44645,29283,11,1,17995.00,17995.00,2022-08-15,2022-08-20,
44646,29283,10,1,995.00,995.00,,2022-08-20,
44647,29283,16,1,79.00,79.00,,2022-08-20,
44648,29283,17,1,495.00,495.00,,2022-08-20,
44649,29284,11,1,17995.00,17995.00,2022-08-16,2022-08-20,2022-08-17
44650,29284,16,1,79.00,79.00,,2022-08-20,2022-08-17
44651,29284,15,1,995.00,995.00,,2022-08-20,2022-08-17
44652,29285,19,1,27995.00,27995.00,2022-08-19,2022-08-20,
44653,29285,16,2,79.00,158.00,,2022-08-20,
44654,29285,12,1,699.00,699.00,2022-08-20,
44655,29285,15,1,995.00,995.00,,2022-08-20,
44656,29285,17,1,495.00,495.00,,2022-08-20,
44657,29286,13,5,4.95,24.75,,,2022-04-22
44658,29287,16,1,79.00,79.00,,,2022-04-22
44659,29288,11,1,17995.00,17995.00,2022-08-16,2022-08-21,2022-08-27
44660,29288,10,1,995.00,995.00,,2022-08-21,2022-08-27
44661,29288,16,1,79.00,79.00,,2022-08-21,2022-08-27
44662,29288,14,1,449.00,449.00,,2022-08-21,2022-08-27
44663,29288,15,1,995.00,995.00,,2022-08-21,2022-08-27
44664,29289,18,1,24995.00,24995.00,2022-08-11,2022-08-21,2022-08-27
44665,29289,16,1,79.00,79.00,,2022-08-21,2022-08-27
44666,29289,14,1,449.00,449.00,,2022-08-21,2022-08-27
44667,29289,15,1,995.00,995.00,,2022-08-21,2022-08-27
44668,29289,13,3,4.95,14.85,,2022-08-21,2022-08-27
44669,29290,11,1,17995.00,17995.00,2022-08-19,2022-08-21,
44670,29290,13,4,4.95,19.80,2022-08-19,2022-08-21,
44671,29291,13,6,4.95,29.70,,,2022-04-23
44672,29292,11,1,17995.00,17995.00,2022-08-15,2022-08-21,2022-08-24
44673,29292,12,1,699.00,699.00,2022-08-21,2022-08-24
44674,29292,13,4,4.95,19.80,,2022-08-21,2022-08-24
44675,29293,11,1,17995.00,17995.00,2022-08-15,2022-08-21,2022-08-24
44676,29293,12,1,699.00,699.00,2022-08-21,2022-08-24
44677,29294,19,1,27995.00,27995.00,,2022-08-21,
44678,29294,10,1,995.00,995.00,,2022-08-21,
44679,29294,16,1,79.00,79.00,,2022-08-21,
44680,29294,13,2,4.95,9.90,,2022-08-21,
44681,29295,11,1,17995.00,17995.00,2022-08-13,2022-08-21,2022-08-14
44682,29295,17,1,495.00,495.00,2022-08-13,2022-08-21,2022-08-14
44683,29295,13,3,4.95,14.85,2022-08-13,2022-08-21,2022-08-14
44684,29296,19,1,27995.00,27995.00,,2022-08-21,
44685,29296,10,1,995.00,995.00,,2022-08-21,
44686,29296,16,2,79.00,158.00,,2022-08-21,
44687,29296,12,1,699.00,699.00,2022-08-21,
44688,29296,17,1,495.00,495.00,,2022-08-21,
44689,29297,11,1,17995.00,17995.00,2022-08-15,2022-08-21,
44690,29297,13,2,4.95,9.90,2022-08-15,2022-08-21,
44691,29298,11,1,17995.00,17995.00,2022-08-20,2022-08-21,
44692,29298,16,1,79.00,79.00,,2022-08-21,
44693,29298,14,1,449.00,449.00,,2022-08-21,
44694,29298,15,1,995.00,995.00,,2022-08-21,
44695,29298,13,3,4.95,14.85,,2022-08-21,
44696,29299,11,1,17995.00,17995.00,2022-08-13,2022-08-21,
44697,29299,14,1,449.00,449.00,,2022-08-21,
44698,29299,13,7,4.95,34.65,,2022-08-21,
44699,29300,18,1,24995.00,24995.00,2022-08-20,2022-08-21,
44700,29300,10,1,995.00,995.00,,2022-08-21,
44701,29300,16,1,79.00,79.00,,2022-08-21,
44702,29300,12,1,699.00,699.00,2022-08-21,
44703,29300,14,1,449.00,449.00,,2022-08-21,
44704,29300,15,1,995.00,995.00,,2022-08-21,
44705,29300,13,7,4.95,34.65,,2022-08-21,
44706,29301,19,1,27995.00,27995.00,2022-08-25,2022-08-21,
44707,29301,16,1,79.00,79.00,,2022-08-21,
44708,29301,13,4,4.95,19.80,,2022-08-21,
44709,29302,11,1,17995.00,17995.00,2022-08-18,2022-08-21,
44710,29302,13,4,4.95,19.80,2022-08-18,2022-08-21,
44711,29303,11,1,17995.00,17995.00,2022-08-15,2022-08-21,2022-08-22
44712,29303,10,1,995.00,995.00,,2022-08-21,2022-08-22
44713,29304,18,1,24995.00,24995.00,2022-08-12,2022-08-21,2022-08-13
44714,29304,10,1,995.00,995.00,,2022-08-21,2022-08-13
44715,29304,14,1,449.00,449.00,,2022-08-21,2022-08-13
44716,29305,18,1,24995.00,24995.00,2022-08-14,2022-08-21,2022-08-25
44717,29305,10,1,995.00,995.00,,2022-08-21,2022-08-25
44718,29305,12,1,699.00,699.00,2022-08-21,2022-08-25
44719,29305,15,1,995.00,995.00,,2022-08-21,2022-08-25
44720,29305,17,1,495.00,495.00,,2022-08-21,2022-08-25
44721,29305,13,2,4.95,9.90,,2022-08-21,2022-08-25
44722,29306,11,1,17995.00,17995.00,2022-08-17,2022-08-21,2022-08-19
44723,29306,10,1,995.00,995.00,,2022-08-21,2022-08-19
44724,29307,19,1,27995.00,27995.00,2022-08-24,2022-08-21,2022-08-28
44725,29307,16,1,79.00,79.00,,2022-08-21,2022-08-28
44726,29307,14,1,449.00,449.00,,2022-08-21,2022-08-28
44727,29307,13,6,4.95,29.70,,2022-08-21,2022-08-28
44728,29308,11,1,17995.00,17995.00,2022-08-17,2022-08-21,
44729,29308,16,2,79.00,158.00,,2022-08-21,
44730,29308,15,1,995.00,995.00,,2022-08-21,
44731,29309,18,1,24995.00,24995.00,2022-08-18,2022-08-22,
